id,name,height,weight,hp,attack,defense,s_attack,s_defense,speed,type,evo_set,info,total_stats,physical_bias,offensive_bias,stat_variance,weight_height_ratio,evo_set_size,hp_category,attack_category,defense_category,s_attack_category,s_defense_category,speed_category,total_stats_category
645,landorus,15,680,89,125,90,115,80,101,"{ground,flying}",332,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,600,1.1025641025641026,1.411764705882353,245.33333333333334,45.333333333333336,1,High,High,Medium,High,Medium,High,Very High
646,kyurem,30,3250,125,130,90,130,90,95,"{dragon,ice}",333,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",660,1.0,1.4444444444444444,341.6666666666667,108.33333333333333,1,High,High,Medium,High,High,High,Very High
647,keldeo,14,485,91,72,90,129,90,108,"{water,fighting}",334,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",580,0.7397260273972602,1.1166666666666667,317.22222222222223,34.642857142857146,1,High,Low,Medium,High,High,High,Very High
648,meloetta,6,65,100,77,77,128,128,90,"{normal,psychic}",335,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,600,0.6015625,1.0,454.3333333333333,10.833333333333334,1,High,Medium,Medium,High,High,High,Very High
649,genesect,15,825,71,120,95,120,95,99,"{bug,steel}",336,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",600,1.0,1.263157894736842,282.0,55.0,1,Medium,High,High,High,High,High,Very High
650,chespin,4,90,56,61,65,48,45,38,{grass},337,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",313,1.3548387096774193,0.990909090909091,87.80555555555556,22.5,3,Low,Low,Low,Low,Very Low,Very Low,Low
651,quilladin,7,290,61,78,95,56,58,57,{grass},337,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,405,1.5175438596491229,0.8758169934640523,206.91666666666666,41.42857142857143,3,Low,Medium,High,Low,Low,Low,Low
652,chesnaught,16,900,88,107,122,74,75,64,"{grass,fighting}",337,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,530,1.5369127516778522,0.9187817258883249,409.5555555555555,56.25,3,High,High,High,Medium,Medium,Low,Very High
653,fennekin,4,94,40,45,40,62,60,60,{fire},338,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",307,0.6967213114754098,1.07,93.47222222222221,23.5,3,Very Low,Very Low,Very Low,Low,Low,Low,Very Low
654,braixen,10,145,59,59,58,90,70,73,{fire},338,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",409,0.73125,1.1640625,129.13888888888889,14.5,3,Low,Low,Low,Medium,Medium,Medium,Medium
655,delphox,15,390,75,69,72,114,100,104,"{fire,psychic}",338,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",534,0.6588785046728972,1.063953488372093,309.3333333333333,26.0,3,Medium,Low,Medium,High,High,High,Very High
656,froakie,3,70,41,56,40,62,44,71,{water},339,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,314,0.9056603773584906,1.4047619047619047,134.22222222222223,23.333333333333332,3,Very Low,Low,Very Low,Low,Very Low,Medium,Low
657,frogadier,6,109,54,63,52,83,56,97,{water},339,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",405,0.8273381294964028,1.3518518518518519,280.9166666666667,18.166666666666668,3,Low,Low,Low,Medium,Low,High,Low
658,greninja,15,400,72,95,67,103,71,122,"{water,dark}",339,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",530,0.9310344827586207,1.434782608695652,402.5555555555556,26.666666666666668,3,Medium,Medium,Low,High,Medium,High,Very High
659,bunnelby,4,50,38,36,38,32,36,57,{normal},340,They use their large ears to dig burrows. They will dig the whole night through.,237,1.088235294117647,0.918918918918919,65.25,12.5,2,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low
660,diggersby,10,424,85,56,77,50,77,78,"{normal,ground}",340,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.",423,1.047244094488189,0.6883116883116883,163.58333333333334,42.4,2,Medium,Low,Medium,Low,Medium,Medium,Medium
661,fletchling,3,17,45,50,43,40,38,62,"{normal,flying}",341,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,278,1.1923076923076923,1.1111111111111112,63.555555555555564,5.666666666666667,3,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low
662,fletchinder,7,160,62,73,55,56,52,84,"{fire,flying}",341,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.",382,1.1851851851851851,1.205607476635514,128.88888888888889,22.857142857142858,3,Low,Low,Low,Low,Low,Medium,Low
663,talonflame,12,245,78,81,71,74,69,126,"{fire,flying}",341,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.",499,1.062937062937063,1.1071428571428572,383.1388888888889,20.416666666666668,3,Medium,Medium,Medium,Medium,Medium,High,High
664,scatterbug,3,25,38,35,40,27,25,35,{bug},342,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",200,1.4423076923076923,0.9538461538461539,30.222222222222225,8.333333333333334,3,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
665,spewpa,3,84,45,22,60,27,30,29,{bug},342,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",213,1.4385964912280702,0.5444444444444444,169.58333333333334,28.0,3,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low
666,vivillon,12,170,80,52,50,90,50,89,"{bug,flying}",342,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,411,0.7285714285714285,1.42,328.5833333333333,14.166666666666666,3,Medium,Very Low,Very Low,Medium,Very Low,High,Medium
667,litleo,6,135,62,50,58,73,54,72,"{fire,normal}",343,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.",369,0.8503937007874016,1.0982142857142858,73.91666666666667,22.5,2,Low,Very Low,Low,Medium,Low,Medium,Low
668,pyroar,15,815,86,68,72,109,66,106,"{fire,normal}",343,The male with the largest mane of fire is the leader of the pride.,507,0.8,1.2826086956521738,305.9166666666667,54.333333333333336,2,High,Low,Medium,High,Low,High,High
669,flabebe,1,1,44,38,39,61,79,42,{fairy},344,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,303,0.55,0.8389830508474576,220.91666666666666,1.0,3,Very Low,Very Low,Very Low,Low,Medium,Very Low,Very Low
670,floette,2,9,54,45,47,75,98,52,{fairy},344,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,371,0.5317919075144508,0.8275862068965517,357.1388888888889,4.5,3,Low,Very Low,Very Low,Medium,High,Low,Low
671,florges,11,100,78,65,68,112,154,75,{fairy},344,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.",552,0.5,0.7972972972972973,1005.6666666666666,9.090909090909092,3,Medium,Low,Low,High,High,Medium,Very High
672,skiddo,9,310,66,65,48,62,57,52,{grass},345,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",350,0.9495798319327731,1.2095238095238094,44.22222222222223,34.44444444444444,2,Low,Low,Very Low,Low,Low,Low,Low
673,gogoat,17,910,123,100,62,97,81,68,{grass},345,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,531,0.9101123595505618,1.3776223776223777,428.9166666666667,53.529411764705884,2,High,Medium,Low,High,Medium,Medium,Very High
674,pancham,6,80,67,82,62,46,48,43,{fighting},346,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.",348,1.5319148936170213,1.1636363636363636,190.33333333333334,13.333333333333334,2,Low,Medium,Low,Very Low,Very Low,Very Low,Low
675,pangoro,21,1360,95,124,78,69,71,58,"{fighting,dark}",346,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.",495,1.4428571428571428,1.2953020134228188,468.9166666666667,64.76190476190476,2,High,High,Medium,Medium,Medium,Low,High
676,furfrou,12,280,75,80,60,65,90,102,{normal},347,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,472,0.9032258064516129,0.9666666666666667,203.8888888888889,23.333333333333332,1,Medium,Medium,Low,Low,High,High,Medium
677,espurr,3,35,62,48,54,63,60,68,{psychic},348,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,355,0.8292682926829268,0.9736842105263158,42.138888888888886,11.666666666666666,2,Low,Very Low,Low,Low,Low,Medium,Low
678,meowstic,6,85,74,48,76,83,81,104,{psychic},348,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.",466,0.7560975609756098,0.8343949044585988,271.5555555555556,14.166666666666666,2,Medium,Very Low,Medium,Medium,Medium,High,Medium
679,honedge,8,20,45,80,100,35,37,28,"{steel,ghost}",349,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,325,2.5,0.8394160583941606,699.8055555555557,2.5,3,Very Low,Medium,High,Very Low,Very Low,Very Low,Low
680,doublade,8,45,59,110,150,45,49,35,"{steel,ghost}",349,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",448,2.765957446808511,0.7788944723618091,1713.5555555555557,5.625,3,Low,High,High,Very Low,Very Low,Very Low,Medium
681,aegislash,17,530,60,50,140,50,140,60,"{steel,ghost}",349,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",500,1.0,0.35714285714285715,1622.222222222222,31.176470588235293,3,Low,Very Low,High,Low,High,Low,High
682,spritzee,2,5,78,52,60,63,65,23,{fairy},350,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,341,0.875,0.92,288.47222222222223,2.5,2,Medium,Very Low,Low,Low,Low,Very Low,Low
683,aromatisse,8,155,101,72,72,99,89,29,{fairy},350,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.",462,0.7659574468085106,1.062111801242236,593.0,19.375,2,High,Low,Medium,High,High,Very Low,Medium
684,swirlix,4,35,62,48,66,59,57,49,{fairy},351,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.",341,0.9827586206896551,0.8699186991869918,42.472222222222214,8.75,2,Low,Very Low,Low,Low,Low,Low,Low
685,slurpuff,8,50,82,80,86,85,75,72,{fairy},351,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,480,1.0375,1.0248447204968945,25.666666666666668,6.25,2,Medium,Medium,Medium,Medium,Medium,Medium,Medium
686,inkay,4,35,53,54,53,37,46,45,"{dark,psychic}",352,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,288,1.2891566265060241,0.9191919191919192,36.666666666666664,8.75,2,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low
687,malamar,15,470,86,92,88,68,75,73,"{dark,psychic}",352,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.",482,1.2587412587412588,0.9815950920245399,76.8888888888889,31.333333333333332,2,High,Medium,Medium,Medium,Medium,Medium,High
688,binacle,5,310,42,52,67,39,56,50,"{rock,water}",353,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.",306,1.2526315789473683,0.7398373983739838,84.66666666666667,62.0,2,Very Low,Very Low,Low,Very Low,Low,Low,Very Low
689,barbaracle,13,960,72,105,115,54,86,68,"{rock,water}",353,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.",500,1.5714285714285714,0.7910447761194029,450.5555555555556,73.84615384615384,2,Medium,High,High,Low,Medium,Medium,High
690,skrelp,5,73,50,60,60,60,60,30,"{poison,water}",354,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.",320,1.0,1.0,122.22222222222223,14.6,2,Very Low,Low,Low,Low,Low,Very Low,Low
691,dragalge,18,815,65,75,90,97,123,44,"{poison,dragon}",354,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.",494,0.75,0.8075117370892019,625.2222222222222,45.27777777777778,2,Low,Low,Medium,High,High,Very Low,High
692,clauncher,5,83,50,53,62,58,63,44,{water},355,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,330,0.9504132231404959,0.888,45.333333333333336,16.6,2,Very Low,Very Low,Low,Low,Low,Very Low,Low
693,clawitzer,13,353,71,73,88,120,89,59,{water},355,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,500,0.7703349282296651,1.0903954802259888,374.88888888888886,27.153846153846153,2,Medium,Low,Medium,High,High,Low,High
694,helioptile,5,60,44,38,33,61,43,70,"{electric,normal}",356,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.",289,0.6826923076923077,1.3026315789473684,169.80555555555557,12.0,2,Very Low,Very Low,Very Low,Low,Very Low,Medium,Very Low
695,heliolisk,10,210,62,55,52,109,94,109,"{electric,normal}",356,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,481,0.5270935960591133,1.1232876712328768,601.8055555555555,21.0,2,Low,Very Low,Low,High,High,High,High
696,tyrunt,8,260,58,89,77,45,45,48,"{rock,dragon}",357,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.",362,1.8444444444444446,1.098360655737705,287.88888888888886,32.5,2,Low,Medium,Medium,Very Low,Very Low,Low,Low
697,tyrantrum,25,2700,82,121,119,69,59,71,"{rock,dragon}",357,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.",521,1.875,1.0674157303370786,594.8055555555557,108.0,2,Medium,High,High,Medium,Low,Medium,High
698,amaura,13,252,77,59,50,67,63,46,"{rock,ice}",358,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,362,0.8384615384615385,1.1150442477876106,107.22222222222221,19.384615384615383,2,Medium,Low,Very Low,Medium,Low,Low,Low
